let treemapcbp_text = 
`name,total_obligated_amount,country,address,county,city,state,zip4
TIME WARNER CABLE ENTERPRISES LLC,162550.14,USA,400 ATLANTIC ST STE 6,STAMFORD,,CT,69013533
PGCE LLC,161440.15,USA,109 LEGACY RANCH DRIVE,LA VERNIA,WILSON,TX,781215679
ROME SOLUTIONS LLC,160156.4,USA,300 DELAWARE AVE STE 210,WILMINGTON,NEW CASTLE,DE,198016601
UNIVERSITY TERMITE & PEST CONTROL INC,159974.48,USA,3930 E TENNESSEE ST,TUCSON,PIMA,AZ,857142148
"TIMBERLINE ENVIRONMENTAL SERVICES, INC",159665.28,USA,22709 TWAIN HARTE DR,TWAIN HARTE,TUOLUMNE,CA,953839597
"SANFORD FEDERAL, INC.",159281.64,USA,800 CORPORATE DR STE 301,STAFFORD,STAFFORD,VA,225544889
ADVANCED LUBRICATION INC,158753.82,USA,4517 E 2000 N RD,KANKAKEE,KANKAKEE,IL,609017501
ARETE CANINE LLC,157500,USA,454 FORSYTH YATESVILLE RD,CULLODEN,LAMAR,GA,310165109
DARK MOON FARMS & KENNELS LLC,157500,USA,568 3RD ST JLJ RANCHES PILOT VLY,MONTELLO,ELKO,NV,89830
DEPARTMENT OF STATE POLICE MICHIGAN,155251,USA,7150 HARRIS DR,DIMONDALE,EATON,MI,488215002
THE KIPPUR CORP,153494.65,USA,690 E 36TH ST,TUCSON,PIMA,AZ,857134800
"UNITED SPORTSMEN, INCORPORATED",153000.01,USA,4700 EVORA RD,CONCORD,CONTRA COSTA,CA,945201002
CALLYO 2009 CORP,152390,USA,402 N DIVISION ST,CARSON CITY,CARSON CITY (CITY),NV,897034168
"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",152334.02,USA,7102 RIVERWOOD DR,COLUMBIA,HOWARD,MD,210461245
DOCUMENT IMAGING DIMENSIONS INC.,150124.8,USA,205 BEAVER ST,YORKVILLE,KENDALL,IL,605601720
"BLUE TACTICAL, LLC",148898.5,USA,109 APREMONT WAY,WESTFIELD,HAMPDEN,MA,10851305
APC EQUIPMENT & MANUFACTURING INC,147238.5,USA,7291 S FRANCES AVE,TUCSON,PIMA,AZ,857569704
"ACCURACY INTERNATIONAL OF NORTH AMERICA, INC.",146808.53,USA,3410 SHANNON PARK DR,FREDERICKSBURG,SPOTSYLVANIA,VA,224082373
ANA SOURCING LLC,146417.5,USA,20 RICHEY AVE,OAKLYN,CAMDEN,NJ,81072306
INNOVATIVE POWER LLC,145347,USA,43676 TRADE CENTER PL STE 125,STERLING,LOUDOUN,VA,201664412
QUAIL CREEK SHOOTING RANGE LLC,143273,USA,12221 ARBOR LAKE RD,RHOME,DENTON,TX,760786003
HUMPHREYS ENTERPRISES INC,142212.1,USA,4007 HIGHWAY 90 S,SILVER CITY,GRANT,NM,880619106
"WILLIAM S. HEIN & CO., INC.",142173.5,USA,2350 NORTH FOREST RD,GETZVILLE,ERIE,NY,140681296
MORNING STAR INDUSTRIES INC,142161.85,USA,630 NE JENSEN BEACH BLVD,JENSEN BEACH,MARTIN,FL,349574750
"PERSONABLE.COM, INC.",142045.8,USA,17600 NEWHOPE ST,FOUNTAIN VALLEY,ORANGE,CA,927084220
"EDGE AUTONOMY ENERGY SYSTEMS, LLC",141659.62,USA,5500 S STATE RD,ANN ARBOR,WASHTENAW,MI,481089775
"JTG, INC.",140750,USA,11190 SUNRISE VALLEY DR,RESTON,FAIRFAX,VA,201914375
WESTWIND TEAM LLP,139664.39,USA,2703 BROADBENT PKWY NE STE B,ALBUQUERQUE,BERNALILLO,NM,871072279
"CERTAIN, INC.",139427.1,USA,75 HAWTHORNE ST,SAN FRANCISCO,SAN FRANCISCO,CA,94105
SEED DONALD,139080,USA,1322 ATLANTIC AVE,SAINT VINCENT,KITTSON,MN,567555540
"COSTCONTROL USA, LLC",139050,USA,"200 E. PRATT ST, STE 4100",BALTIMORE,BALTIMORE (CITY),MD,212026155
ROSSER SUSANA,138994.2,USA,1514 N CLOSNER BLVD,EDINBURG,HIDALGO,TX,785412564
HUNTSVILLE TRACTOR & EQUIPMENT INC,137886.1,USA,4600 RESEARCH PARK BLVD NW,HUNTSVILLE,MADISON,AL,358061655
"EXECUTIVE INFORMATION SYSTEMS, L.L.C.",136970.34,USA,6903 ROCKLEDGE DR STE 760,BETHESDA,MONTGOMERY,MD,208171818
"BOB BARKER COMPANY, INC.",136800,USA,7925 PURFOY RD,FUQUAY VARINA,WAKE,NC,275268937
HORNADY MANUFACTURING COMPANY,136121,USA,3625 W OLD POTASH HWY,GRAND ISLAND,HALL,NE,688034905
CONCEPT FACTORY LIMITED LIABILITY COMPANY,133545.48,USA,44 DALE AVE,HEMPSTEAD,NASSAU,NY,115507106
MIDFLORIDA ARMORDED & ATM SERVICES INC,133466,USA,4314 W DR MARTIN L KING MARTIN LUTHER,TAMPA,HILLSBOROUGH,FL,336140000
GEORGIA INDUSTRIALS INC,132870,USA,5830 E 2ND ST,CASPER,NATRONA,WY,826094308
"AEGEAN, LLC",132698.42,USA,6425 E COUNTY RD 600 S,PLAINFIELD,HENDRICKS,IN,461688646
"THE TUCSON RIFLE CLUB, INCORPORATED",132600,USA,18300 W AJO HWY,TUCSON,PIMA,AZ,857352131
BOYD CO. LLC,131994.44,USA,502 LYNDON PL,WINTER GARDEN,ORANGE,FL,347875664
"EARLE KINLAW & ASSOCIATES, INC.",131122.34,USA,2015 JANMAR CT,SNELLVILLE,GWINNETT,GA,300782186
RAINY RIVER VETERINARY HOSPITAL INC,130038.45,USA,900 3RD AVE,INTERNATIONAL FALLS,KOOCHICHING,MN,566492729
MCGRATH RENTCORP,129600,USA,5700 LAS POSITAS RD,LIVERMORE,ALAMEDA,CA,945517806
"SOLAR TECHNOLOGY, INC.",129541.91,USA,7620 CETRONIA RD,ALLENTOWN,LEHIGH,PA,181069293
K2 SOLUTIONS INC,129250,USA,5735 US HWY 1 N,SOUTHERN PINES,MOORE,NC,28387
UNISON VIRTUAL ACQUISITION OFFICE LLC,127897.84,USA,21251 RIDGETOP CIR,DULLES,LOUDOUN,VA,201666644
"RED ARROW JV, LLC",125346,USA,449 S 48TH ST STE 103,TEMPE,MARICOPA,AZ,852812304
CE WILSON CONSULTING LLC,125033.76,USA,3100 W RAY RD,CHANDLER,MARICOPA,AZ,852262472
"RED, WHITE & BLUE K9 SERVICES LLC",125000,USA,608 SHEARER ST,NORTH WALES,MONTGOMERY,PA,194542610
VALOR DESIGNS LLC,124756.45,USA,4175 KEELER RD NW,DEMING,LUNA,NM,880301628
DEPARTMENT OF AGRICULTURE HAWAII,124626.25,USA,1428 S KING ST,HONOLULU,HONOLULU,HI,968142512
FEDERAL EXPRESS CORPORATION,124564.61,USA,2003 CORPORATE PLZ,MEMPHIS,SHELBY,TN,381321702
JBGS/TRS LLC,124536.07,USA,4445 WILLARD AVE STE 400,CHEVY CHASE,MONTGOMERY,MD,208154641
TERRABELLA ENVIRONMENTAL SERVICES INC,123600,USA,5376 FM 1784,PLEASANTON,ATASCOSA,TX,780646394
US21 INC,123257,USA,2721 PROSPERITY AVE,FAIRFAX,FAIRFAX,VA,220314341
BUSINESS RELOCATION SERVICES INC.,122996.94,USA,20 AQUARIUM DR,SECAUCUS,HUDSON,NJ,70941901
"TRUSTED TRANSLATIONS, INC.",122672.35,USA,66 W FLAGLER ST STE 1200A,MIAMI,MIAMI-DADE,FL,331301807
ALTA LANGUAGE SERVICES INC,121148.48,USA,3355 LENOX RD NE STE 450,ATLANTA,FULTON,GA,303261359
QBMS LLC,120000,USA,2035 LAKE ROBERTS LANDING DR,WINTER GARDEN,ORANGE,FL,347875582
"KARDOS, KELLEY",118800.01,USA,131 ORIOLE RD,METALINE,PEND OREILLE,WA,991525120
PS5SOLUTIONS LLC,118750,USA,7000 ARONOW DR,FALLS CHURCH,FAIRFAX,VA,220421805
"POLITICO, LLC",118567,USA,1000 WILSON BLVD 8TH FLOOR,ARLINGTON,ARLINGTON,VA,222093927
"STRONG GROUP, INC.",118385,USA,39 GROVE ST,GLOUCESTER,ESSEX,MA,19302731
"STRYKER SALES, LLC",117996.3,USA,3800 E CENTRE AVE,PORTAGE,KALAMAZOO,MI,490025826
"TEXAS PRIDE TRAILERS, LLC",116000,USA,1241 INTERSTATE 45 N,MADISONVILLE,MADISON,TX,778642315
"LIFE SAFETY GROUP, LLC",115200,USA,12512 KNIGHTSBRIDGE CT,ROCKVILLE,MONTGOMERY,MD,208503731
SAVAGE ALLIANCES,114481.41,USA,1041 TALL OAK DR,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234625224
"SOUTHERN POLICE EQUIPMENT COMPANY, INC.",114233.77,USA,7609 MIDLOTHIAN TPKE,NORTH CHESTERFIELD,CHESTERFIELD,VA,232355223
MCKENZIE'S CLEANING INC,114072.77,USA,20533 NE 6TH CT,MIAMI,MIAMI-DADE,FL,331792435
SHERIDAN MONTAG,113484,USA,1833 NORTHSHORE RD,BELLINGHAM,WHATCOM,WA,982267818
"H20 FOR FITNESS, LLC",113300,USA,629 E WASHINGTON BLVD STE A,FORT WAYNE,ALLEN,IN,468023213
TRANS AMERICA PROTECTION CORP,112800,USA,7365 REMCON CIR B201,EL PASO,EL PASO,TX,799121622
RAMIREZ SERGIO ROEL,111600,USA,209 JACKSON ST,ZAPATA,ZAPATA,TX,780763260
TRANSCHEM ENVIRONMENTAL LLC,111420.19,USA,542 E 27TH ST,TUCSON,PIMA,AZ,857132977
FEDTRIBE LLC,111402.27,USA,1054 POCAHONTAS TRAIL,KING WILLIAM,KING WILLIAM,VA,230862114
BLACK PHOENIX LLC,110711.8,USA,28 CHURCH ST STE 141326,WINCHESTER,MIDDLESEX,MA,18902500
"CENGAGE LEARNING, INC.",110445.95,USA,10650 TOEBBEN DR,INDEPENDENCE,BOONE,KY,410515100
"VESTIS SERVICES, LLC",109843.72,USA,115 N 1ST ST STE 203,BURBANK,LOS ANGELES,CA,915021856
"GAETA RECYCLING CO., INC.",109597.7,USA,278 W RAILWAY AVE,PATERSON,PASSAIC,NJ,7503
"AVIATE ENTERPRISES, INC.",109162.72,USA,5844 PRICE AVE,MCCLELLAN,SACRAMENTO,CA,956522407
DELTA RUN SECURITY JV2 LLC,109088.66,USA,10633 WASHINGTON CIR,ANCHORAGE,ANCHORAGE,AK,995152506
"RECONYX, INC",108764,USA,3828 CREEKSIDE LN STE 2,HOLMEN,LA CROSSE,WI,546369535
THE OUTDOOR ENTITY GROUP,108530.28,USA,11738 SAN MARINO ST,RANCHO CUCAMONGA,SAN BERNARDINO,CA,917306017
"JUMP, JERRY FARRIER SERVICE",108351,USA,1 MINERAL CREEK RD,GLENWOOD,CATRON,NM,88039
"WELCH'S SALES & SERVICE, INC.",108000,USA,1160 E PORTAGE AVE,SAULT SAINTE MARIE,CHIPPEWA,MI,497832448
"TUTTNAUER U.S.A. CO., LTD.",107814,USA,25 POWER DR,HAUPPAUGE,SUFFOLK,NY,117884229
"MODEL LAUNDRY, LLC",107381.09,USA,35448 FM 2520,SAN BENITO,CAMERON,TX,785867108
AEG GROUP INC,103772.5,USA,888 E BELVIDERE RD,GRAYSLAKE,LAKE,IL,600302577
"BRANDT K9, LLC",103000,USA,1160 LLOYD AVE,AURORA,PORTAGE,OH,44202
CR&R RENEWABLE TECHNOLOGIES INC.,102300.87,USA,11292 WESTERN AVE,STANTON,ORANGE,CA,906802912
"SATCOM DIRECT GOVERNMENT, INC.",102071.87,USA,1050 SATCOM LANE,MELBOURNE,BREVARD,FL,329407010
CLEAR CLOUD SOLUTIONS INC.,101475.19,USA,1221 E 8TH ST,UPLAND,SAN BERNARDINO,CA,917861516
T & T TRUCKING SERVICES LLC,101300,USA,34955 W JO BLANCA RD,STANFIELD,PINAL,AZ,851728635
"VETERAN ECO CLEANING SVRS, LLC",100964.3,USA,30660 OAK SMT,MENIFEE,RIVERSIDE,CA,925842949
"COVENANT K9 DETECTION SERVICES, LLC",100775,USA,17603 PLEASANT ROAD,NEEDVILLE,FORT BEND,TX,774619179
"GLOBAL SOLUTIONS GROUP, INC.",100666.44,USA,25900 GREENFIELD RD STE 220,OAK PARK,OAKLAND,MI,482371267
GOIN TO GRANDMAS,100528.6,USA,6967 E DAKOTA RD,HEREFORD,COCHISE,AZ,856159126
TABLE TOP TELEPHONE CO INC,100000,USA,600 N 2ND AVE,AJO,PIMA,AZ,853212004
"ACCO ENGINEERED SYSTEMS, INC.",99936,USA,888 E WALNUT ST,PASADENA,LOS ANGELES,CA,911011895
"CARRILLO INVESTMENTS, INC",99571.85,USA,610 E EXPRESSWAY 83,PHARR,HIDALGO,TX,785776520
DIGAME MANAGEMENT LLC,99026.98,USA,2123 LAKESIDE VIEW CT,CARY,WAKE,NC,275138480
"SHALLOW CREEK KENNELS, INC.",98000,USA,6572 SENECA RD,SHARPSVILLE,MERCER,PA,161508414
JFK ADVANCED MEDICAL PC,97372.74,USA,JFK AIRPORT BLDG 75 RM 247,JAMAICA,QUEENS,NY,11430
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",97000,USA,8201 E MCDOWELL RD,SCOTTSDALE,MARICOPA,AZ,852573812
"INVERIS TRAINING SOLUTIONS, INC",96753.95,USA,296 BROGDON RD,SUWANEE,GWINNETT,GA,300248615
RECREATION TODAY OF IDAHO; LLC,96713.75,USA,2414 E RAILROAD ST,NAMPA,CANYON,ID,836874941
TRAFFICADE SERVICE LLC,96516.78,USA,2533 W HOLLY ST,PHOENIX,MARICOPA,AZ,850092634
"ALLTRANSPACK, INC.",95568.5,USA,21711 FILIGREE CT STE E,ASHBURN,LOUDOUN,VA,201476209
HURRICANE CREEK K9 LLC,95000,USA,32 CLYDESDALE COURT,DALLAS,PAULDING,GA,30157
"BSE PERFORMANCE, LLC",94605.5,USA,22471 N 82ND AVE,PEORIA,MARICOPA,AZ,853832169
BLAIR AND I ENTERPRISES LLC,94431,USA,25 TERMINUS PL NE UNIT 2522,ATLANTA,FULTON,GA,303052875
ANIMAL HAVEN LODGE & SUITES LLC,93611.94,USA,3027 N VALLEY DR,LAS CRUCES,,NM,880075174
T&R FEED AND SUPPLY LLC,91800,USA,8739 N VALLEY DR,LAS CRUCES,,NM,880076065
"TRUE MECHANICAL SOLUTIONS, LLC",90388.04,USA,14 ESPLENDOR DR UNIT C,RIO RICO,SANTA CRUZ,AZ,856486379
MOBILE HOMES ACCEPTANCE CORPORATION,90370,USA,1143 E MAIN ST,EL CAJON,SAN DIEGO,CA,920217103
"DT PROFESSIONAL SERVICES, LLC",89811,USA,6800 OWENSMOUTH AVE STE 440,CANOGA PARK,LOS ANGELES,CA,913033171
MEAGHAN E SHEA,89200,USA,2700 INDIAN CREEK RD,EUREKA,LINCOLN,MT,59917
THE JANZ CORP,88970.55,USA,275 OUTERBELT ST,COLUMBUS,FRANKLIN,OH,432131529
"MOUNTAIN DESERT WATER, L.L.C.",88590.3,USA,1003 OMAR,ANTHONY,EL PASO,TX,798219328
"MAGNET FORENSICS USA, INC.",88213,USA,2250 CORPORATE PARK DR STE 130,HERNDON,FAIRFAX,VA,201714837
GILBERT TRANSPORT & EXCAVATION LLC,87550,USA,621 MAIN ST,JACKMAN,SOMERSET,ME,49455001
WRIGGLESWORTH ENTERPRISES INC,87455.76,USA,3516 S COLLEGE RD,WILMINGTON,NEW HANOVER,NC,284120912
FISHER SCIENTIFIC COMPANY L.L.C.,87454.86,USA,300 INDUSTRY DR,PITTSBURGH,ALLEGHENY,PA,152751001
"SORENSEN TRAINING AND SHOEING, LLC",87360,USA,3320 MT HIGHWAY 206,COLUMBIA FALLS,FLATHEAD,MT,599129253
DAVINCIA LLC,86669.16,USA,2709 STATE HIGHWAY 248,BRANSON,TANEY,MO,656169226
BASESIX SYSTEMS LLC,86643,USA,2053 FRANKLIN WAY SE,MARIETTA,COBB,GA,300678712
"HENDERSON PET RESORT, LLC",86508.62,USA,1450 W HORIZON RIDGE PRKWY STE 425,HENDERSON,CLARK,NV,890124203
"D. H. PACE COMPANY, INC.",86462,USA,1901 E 119TH ST,OLATHE,JOHNSON,KS,660619502
"BLACKRAINBOW, INC.",85000,USA,11921 FREEDOM DR STE 532,RESTON,FAIRFAX,VA,201905667
"RIDGE RUNNERS SHOOTING CLUB, INCORPORATED",84720,USA,CASTINE RD,CHAMPLAIN,CLINTON,NY,129190000
XEROX CORPORATION,84443.07,USA,1800 M ST NW STE 500N,WASHINGTON,DISTRICT OF COLUMBIA,DC,200365870
GILCO TRUCKING,83924.4,USA,20892 STATE ROUTE 411,LA FARGEVILLE,JEFFERSON,NY,136563219
"GLOBAL ENTERPRISE, INC",83763.72,USA,3521 GODDARD WAY,ALEXANDRIA,ALEXANDRIA (CITY),VA,223046365
THE LIOCE GROUP INC,83731.8,USA,2950 DRAKE AVE SW,HUNTSVILLE,MADISON,AL,358055124
"TENAKER PET CARE CENTERS, INC.",83571.02,USA,895 LAREDO ST,AURORA,ARAPAHOE,CO,800117438
J.D. POWER,82500,USA,320 E BIG BEAVER RD STE 500,TROY,OAKLAND,MI,480831268
"EUROFINS ANALYTICS, LLC",82000,USA,10329 STONY RUN LN,ASHLAND,HANOVER,VA,230058129
KELLY KLEAN LLC,80613.35,USA,921 RED FOX WAY,MACCLENNY,BAKER,FL,320632264
GLOBAFONE INC,79864.28,USA,155 LAFAYETTE RD UNIT 1,NORTH HAMPTON,ROCKINGHAM,NH,38622464
"HJ CONTRACTING, LLC",79759.44,USA,5129 NE SENECA,ANKENY,POLK,IA,500216908
"COLONIAL PARKING, INC",79492.84,USA,1050 THMS JEFRSN ST NW 100,WASHINGTON,DISTRICT OF COLUMBIA,DC,200073819
IMPERIAL COUNTY,79374.9,USA,940 W MAIN ST STE 208,EL CENTRO,IMPERIAL,CA,922432879
CONCORD AZTEC BRICKELL LLC,78307.69,USA,1102 BRICKELL BAY DR,MIAMI,MIAMI-DADE,FL,331313540
"WASTE MANAGEMENT OF ALAMEDA COUNTY, INC.",77874.36,USA,172 98TH AVE,OAKLAND,ALAMEDA,CA,946031004
CMC & MAINTENANCE INC,76960.36,USA,4 UNION ST,BANGOR,PENOBSCOT,ME,44016457
"BRINK'S, INCORPORATED",76680,USA,1801 BAYBERRY CT STE 400,RICHMOND,HENRICO,VA,232263771
FEDERAL RESOURCES SUPPLY COMPANY,76673.52,USA,203B LOG CANOE CIR,STEVENSVILLE,QUEEN ANNE'S,MD,216662165
TAK CONTRACTOR INC,76665,USA,7901 4TH ST N STE 10418,ST PETERSBURG,PINELLAS,FL,337024305
MONTANA ARMAMENT GROUP LLC,76354.1,USA,34 RED OAK DR,BELGRADE,GALLATIN,MT,59714
"WILDFLOWER INTERNATIONAL, LTD.",75899.02,USA,1516 PACHECO ST,SANTA FE,SANTA FE,NM,875054240
XATOR LLC,75632.9,USA,1835 ALEXANDER BELL DR STE 210,RESTON,FAIRFAX,VA,201904324
NETAFY INC,75600,USA,125 FIREWORKS CIR,BRIDGEWATER,PLYMOUTH,MA,23243055
"SOUTHWEST SANITATION SERVICES, LLC",75587.5,USA,455 SOUTH TUMBAGA LOOP,SOMERTON,YUMA,AZ,85350
EASTERN LIFT TRUCK CO INC,75095,USA,549 E LINWOOD AVE,MAPLE SHADE,BURLINGTON,NJ,80521209
"ORBCOMM, INC",75000,USA,395 W PASSAIC ST STE 325,ROCHELLE PARK,BERGEN,NJ,76623022
PATRIOT COMM LLC,74991.12,USA,304 HARRY S TRUMAN PKWY,ANNAPOLIS,ANNE ARUNDEL,MD,214017379
"ALL AMERICAN TRAILER CONNECTION ,INC.",74984,USA,3531 LAKE WORTH ROAD,PALM SPRINGS,PALM BEACH,FL,334614030
"PANHANDLE ALARM AND TELEPHONE COMPANY, INC.",74623.19,USA,10 INDUSTRIAL BLVD,PENSACOLA,ESCAMBIA,FL,325037602
"COMFORTS OF HOME SERVICES, INC.",73969.98,USA,410 RATHBONE AVE,AURORA,KANE,IL,605065937
ARIZONA GENERATOR TECHNOLOGY INC,73276.71,USA,7901 N 70TH AVE,GLENDALE,MARICOPA,AZ,853031300
KELLY A CURTISS,72517.32,USA,212 N MAIN AVE APT B,METALINE,PEND OREILLE,WA,991525125
GRAVITEC SYSTEMS INC,72360,USA,21291 URDAHL RD NW,POULSBO,KITSAP,WA,983707124
NUWAY EXPRESS INC,72100,USA,9221 CORBIN AVE STE 105,NORTHRIDGE,LOS ANGELES,CA,913242492
"CSA-VAB, LLC",71441.59,USA,1300 DIAMOND SPRINGS RD,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234553645
HORIZON PERFORMANCE L.L.C.,69733.36,USA,"510 GLENWOOD AVE, STE 215",RALEIGH,WAKE,NC,276031262
TOTAL PROPERTY SERVICES LLC,69700,USA,10324 PORTLAND AVE E,TACOMA,PIERCE,WA,984453950
"BRAVO, INC.",69242.65,USA,1811 SE 5TH AVE,CAPE CORAL,LEE,FL,339902204
FIRE & LIFE SAFETY CONSULTANTS LLC,68944.52,USA,2744 CHARTER OAK DR,AURORA,KANE,IL,605027431
"FITNESS SUPERSTORE, INC.",68857.66,USA,537 STONE RD,BENICIA,SOLANO,CA,945101171
"LAZ PARKING LTD, LLC",68640,USA,1 FINANCIAL PLZ FL 14,HARTFORD,HARTFORD,CT,61032601
"LANGUAGE LINE, LLC",68453.58,USA,1 LOWER RAGSDALE DR BLDG 2,MONTEREY,MONTEREY,CA,939405747
"DYNAMIC ADVANTAGE, INC",68280.76,USA,100 E OLD COUNTRY RD STE 5,MINEOLA,NASSAU,NY,115014614
ACTION TARGET INC,67300,USA,3411 S MOUNTAIN VISTA PKWY,PROVO,UTAH,UT,84606
BLACK GOLD INDUSTRIES,66220,USA,527 N RICE AVE,OXNARD,VENTURA,CA,930308924
"HABITAT PROTECTION, INC",65832.69,USA,751 W 4TH AVE,ESCONDIDO,SAN DIEGO,CA,920254038
"NAR MEDICAL DEPOT, LLC",64696.2,USA,35 TEDWALL CT,GREER,GREENVILLE,SC,296504791
NOR-FAB MANUFACTURING INC,64596.78,USA,3520 SJOQUIEST DR,GLADSTONE,DELTA,MI,498372820
INTERPRETERS AND TRANSLATORS INC.,64183.28,USA,232 WILLIAMS ST E,GLASTONBURY,CAPITOL,CT,60332361
HDS TRUCK DRIVING INSTITUTE INC,63989,USA,6251 S WILMOT RD,TUCSON,PIMA,AZ,857569263
BLUE WATER SALES LLC,63860.93,USA,1024 BELLS RD,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234515989
TERA CONSULTING INC.,63794.2,USA,29 ELVES LN,LEVITTOWN,NASSAU,NY,117565522
"PETSUITES OF AMERICA, LLC",63750,USA,29229 CANWOOD ST,AGOURA HILLS,LOS ANGELES,CA,913011503
RPT CONSULTING LLC,63557.51,USA,1112 JENSEN DR STE 101,VIRGINIA BEACH,VIRGINIA BEACH (CITY),VA,234515881
"CARTRIDGE TECHNOLOGIES, LLC",63121.53,USA,15738 CRABBS BRANCH WAY,ROCKVILLE,MONTGOMERY,MD,20850
SAVE AGAIN.COM,62584.84,USA,28027 LINDA LN,SANTA CLARITA,LOS ANGELES,CA,913505712
KORSAR-CONTRACTS LLC,62184.23,USA,2700 MAIN ST UNIT 540,IRVINE,ORANGE,CA,926145291
X-CLEAN CORP,62168.7,USA,12812 SW 259TH ST,HOMESTEAD,MIAMI-DADE,FL,330326955
"WAGEWORKS, INC.",62032.34,USA,1100 PARK PL FL 4 STE 400,SAN MATEO,SAN MATEO,CA,944037108
THURSTON AND WONG LLC,61995,USA,217 PARSONS RD,PRESQUE ISLE,AROOSTOOK,ME,47695116
"DAVIS BANCORP, INCORPORATED",61707.72,USA,2100 S SAWYER AVE,CHICAGO,COOK,IL,606233318
JD SERVICES INC,61275,USA,54848 COUNTY ROAD 12,WARROAD,ROSEAU,MN,567639221
NC K9 LLC,61200,USA,1802 JUNIPER CHURCH RD,FOUR OAKS,JOHNSTON,NC,275247649
COX ARIZONA TELECOM LLC,61096.07,USA,1550 W DEER VALLEY RD,PHOENIX,MARICOPA,AZ,850272121
BIG RACQUETTE INC,60902.26,USA,217 COUNTY ROUTE 37,MASSENA,ST. LAWRENCE,NY,136624336
"AMERICAN MATERIAL HANDLING, INC.",60561.94,USA,3651 MARS HILL RD,WATKINSVILLE,OCONEE,GA,306775986
EARLS WESLEY E,60480,USA,502 S WESTERN AVE,BRAWLEY,IMPERIAL,CA,922273136
CANINE TACTICAL LLC,60000,USA,41402 STATE HIGHWAY 14,CHARITON,LUCAS,IA,500497897
"LOTUSUSA, INC.",59947.89,USA,445 S FIGUEROA ST 31ST FLOOR,LOS ANGELES,LOS ANGELES,CA,900711602
"RAMONNI, INC.",59843,USA,694 S 68TH RD,NEBRASKA CITY,OTOE,NE,684106579
JMA K9 LLC,59000,USA,524 W CALLE PRIMERA STE 1005-2,SAN YSIDRO,SAN DIEGO,CA,921732807
CLASSIC AIR CHARTER INC.,58717.13,USA,3200 N RIVERSIDE DR,INDIALANTIC,BREVARD,FL,329034407
SAFEGUARD DOCUMENT DESTRUCTION INC,58672.52,USA,800 RIKE DR,MILLSTONE TOWNSHIP,MONMOUTH,NJ,85358526
DOUGLAS MACHINES CORP,58437.26,USA,4500 110TH AVE N,CLEARWATER,PINELLAS,FL,337624907
"PROJECT MANAGER USA, INC.",57909.57,USA,101 LAKEFOREST BLVD STE 300,GAITHERSBURG,MONTGOMERY,MD,208772629
"CENTRAL PET TUCSON, LLC",57896,USA,2420 N JACKRABBIT AVE,TUCSON,PIMA,AZ,857451209
"OBSIDIAN INTEGRATION, LLC",57548.7,USA,285 CAP CT STE 4E,EUGENE,LANE,OR,974025431
"CASA FORD, INC.",57509.16,USA,5815 MONTANA AVE,EL PASO,EL PASO,TX,799253307
RIYED ENTERPRISES LLC,57150,USA,8370 SAN GABRIEL DR,LAREDO,WEBB,TX,780458880
CHECKPOINT SYSTEMS INC,57095,USA,101 WOLF DR,THOROFARE,GLOUCESTER,NJ,80862243
"AMERICAN DREAM BUILDERS, LLC",56940,USA,2485 HILDERBRAND DR,DOUGLASVILLE,DOUGLAS,GA,301355170
TRIARII INTERNATIONAL CONSULTING GROUP LLC,56526.44,USA,40 TURNSTONE CT,STAFFORD,STAFFORD,VA,225566019
U.S. PAN AMERICAN SOLUTIONS LLC,56444,USA,2 WISCONSIN CIR,CHEVY CHASE,MONTGOMERY,MD,208157007
CS AUTO LTD,56373.14,USA,4220 W EXPRESSWAY 83,MCALLEN,HIDALGO,TX,785013033
CHAPMAN CHEVROLET GMC LLC,56347.92,USA,775 E 32ND ST,YUMA,YUMA,AZ,853653640
GREEN DIAMOND SERVICES LLC,55680,USA,825 E 5TH ST,HOLTVILLE,IMPERIAL,CA,922501530
AMERICAN PRODUCTIVITY & QUALITY CENTER INC,55600,USA,123 N POST OAK LN,HOUSTON,HARRIS,TX,770247715
EL PASO SANITATION SYSTEMS INC,55464,USA,5853 WELCH AVE,EL PASO,EL PASO,TX,799051818
FOSTER & FREEMAN USA INC,55349.96,USA,20145 ASHBROOK PL,ASHBURN,LOUDOUN,VA,201473373
"AMIGO IMPLEMENT COMPANY, INC.",54783.64,USA,304 W MONTE CRISTO RD,EDINBURG,HIDALGO,TX,785416825
CORP TEN INTERNATIONAL,54652.5,USA,19955 HIGHLAND VISTA DR STE 145,ASHBURN,LOUDOUN,VA,201472699
BILL ALEXANDER FORD LINCOLN MERCURY INC,54514.01,USA,801 E 32ND ST,YUMA,YUMA,AZ,853653432
"SAS R & D SERVICES, INC.",54075,USA,2371 SW 195TH AVE,MIRAMAR,BROWARD,FL,330295917
QUADIENT INC,53892.72,USA,478 WHEELERS FARMS RD,MILFORD,NEW HAVEN,CT,64619105
SOUTHERN CALIFORNIA SHREDDING INC.,53872.8,USA,20492 CRESCENT BAY DR STE 112,LAKE FOREST,ORANGE,CA,926308848
